"","Zip Code","column_label","City Name","Year","Zip Code Rate","STATE","ZIP_TYPE","RUCA1","RUCA2","rurality","Delayed_Care"
"435",91915,5,"San Diego County",NA,191.3,"CA","Zip Code Area",1,1,"Urban",18.8
"436",91932,5,"San Diego County",NA,387,"CA","Zip Code Area",1,1,"Urban",22.5
"437",91935,5,"San Diego County",NA,150.5,"CA","Zip Code Area",1,1,"Urban",20.1
"438",91941,5,"San Diego County",NA,382,"CA","Zip Code Area",1,1,"Urban",20.7
"439",91942,5,"San Diego County",NA,355.9,"CA","Zip Code Area",1,1,"Urban",23.1
"440",91945,5,"San Diego County",NA,421.1,"CA","Zip Code Area",1,1,"Urban",19.9
"441",91950,5,"San Diego County",NA,383.9,"CA","Zip Code Area",1,1,"Urban",19.3
"442",91977,5,"San Diego County",NA,347.2,"CA","Zip Code Area",1,1,"Urban",19.5
"443",91978,5,"San Diego County",NA,320.4,"CA","Zip Code Area",1,1,"Urban",20.3
"444",92007,5,"San Diego County",NA,116.5,"CA","Zip Code Area",1,1,"Urban",21.9
"445",92008,5,"San Diego County",NA,180.3,"CA","Zip Code Area",1,1,"Urban",23.1
"446",92009,5,"San Diego County",NA,99.1,"CA","Zip Code Area",1,1,"Urban",20.2
"447",92010,5,"San Diego County",NA,67.4,"CA","Zip Code Area",1,1,"Urban",20.6
"448",92011,5,"San Diego County",NA,100.5,"CA","Zip Code Area",1,1,"Urban",19.4
"449",92014,5,"San Diego County",NA,145.1,"CA","Zip Code Area",1,1,"Urban",19.3
"450",92019,5,"San Diego County",NA,142.2,"CA","Zip Code Area",1,1,"Urban",21.2
"451",92020,5,"San Diego County",NA,211.8,"CA","Zip Code Area",1,1,"Urban",21.2
"452",92021,5,"San Diego County",NA,219.4,"CA","Zip Code Area",1,1,"Urban",20.7
"453",92024,5,"San Diego County",NA,107.9,"CA","Zip Code Area",1,1,"Urban",21.5
"454",92025,5,"San Diego County",NA,178.6,"CA","Zip Code Area",1,1,"Urban",21.4
"455",92026,5,"San Diego County",NA,148.6,"CA","Zip Code Area",1,1,"Urban",22.5
"456",92027,5,"San Diego County",NA,153,"CA","Zip Code Area",1,1,"Urban",21.4
"457",92028,5,"San Diego County",NA,134.6,"CA","Zip Code Area",1,1,"Urban",21.1
"458",92029,5,"San Diego County",NA,200.4,"CA","Zip Code Area",1,1,"Urban",21.9
"459",92037,5,"San Diego County",NA,194.9,"CA","Zip Code Area",1,1,"Urban",20.4
"460",92040,5,"San Diego County",NA,190.9,"CA","Zip Code Area",1,1,"Urban",21.6
"461",92054,5,"San Diego County",NA,395.8,"CA","Zip Code Area",1,1,"Urban",24.6
"462",92055,5,"San Diego County",NA,43.5,"CA","Zip Code Area",1,1.1,"Urban",19.8
"463",92056,5,"San Diego County",NA,204.1,"CA","Zip Code Area",1,1,"Urban",22.8
"464",92057,5,"San Diego County",NA,197.3,"CA","Zip Code Area",1,1,"Urban",21.6
"465",92058,5,"San Diego County",NA,261,"CA","Zip Code Area",1,1,"Urban",22.6
"466",92064,5,"San Diego County",NA,73.5,"CA","Zip Code Area",1,1,"Urban",20.8
"467",92065,5,"San Diego County",NA,168.4,"CA","Zip Code Area",2,2,"Suburban",21.4
"468",92067,5,"San Diego County",NA,91,"CA","Zip Code Area",1,1,"Urban",19.3
"469",92069,5,"San Diego County",NA,146.8,"CA","Zip Code Area",1,1,"Urban",22
"470",92071,5,"San Diego County",NA,191.9,"CA","Zip Code Area",1,1,"Urban",21.2
"471",92075,5,"San Diego County",NA,130.6,"CA","Zip Code Area",1,1,"Urban",21.9
"472",92078,5,"San Diego County",NA,90.3,"CA","Zip Code Area",1,1,"Urban",22.7
"473",92081,5,"San Diego County",NA,134.1,"CA","Zip Code Area",1,1,"Urban",25.2
"474",92082,5,"San Diego County",NA,137.6,"CA","Zip Code Area",2,2,"Suburban",20.6
"475",92083,5,"San Diego County",NA,369.5,"CA","Zip Code Area",1,1,"Urban",22.4
"476",92084,5,"San Diego County",NA,216.8,"CA","Zip Code Area",1,1,"Urban",22.3
"477",92101,5,"San Diego County",NA,1287.2,"CA","Zip Code Area",1,1,"Urban",23.6
"478",92102,5,"San Diego County",NA,940.6,"CA","Zip Code Area",1,1,"Urban",20.6
"479",92103,5,"San Diego County",NA,3981.6,"CA","Zip Code Area",1,1,"Urban",23.2
"480",92104,5,"San Diego County",NA,2617.8,"CA","Zip Code Area",1,1,"Urban",23
"481",92105,5,"San Diego County",NA,830.1,"CA","Zip Code Area",1,1,"Urban",18.7
"482",92106,5,"San Diego County",NA,277.3,"CA","Zip Code Area",1,1,"Urban",22.5
"483",92107,5,"San Diego County",NA,338.7,"CA","Zip Code Area",1,1,"Urban",24.6
"484",92108,5,"San Diego County",NA,608.8,"CA","Zip Code Area",1,1,"Urban",23.3
"485",92109,5,"San Diego County",NA,221.7,"CA","Zip Code Area",1,1,"Urban",25.6
"486",92110,5,"San Diego County",NA,564.7,"CA","Zip Code Area",1,1,"Urban",22.5
"487",92111,5,"San Diego County",NA,335.3,"CA","Zip Code Area",1,1,"Urban",21.9
"488",92113,5,"San Diego County",NA,562.8,"CA","Zip Code Area",1,1,"Urban",20.1
"489",92114,5,"San Diego County",NA,528.6,"CA","Zip Code Area",1,1,"Urban",18.5
"490",92115,5,"San Diego County",NA,878,"CA","Zip Code Area",1,1,"Urban",20.7
"491",92116,5,"San Diego County",NA,1968,"CA","Zip Code Area",1,1,"Urban",23
"492",92117,5,"San Diego County",NA,267.3,"CA","Zip Code Area",1,1,"Urban",23
"493",92118,5,"San Diego County",NA,200.7,"CA","Zip Code Area",1,1,"Urban",22.5
"494",92119,5,"San Diego County",NA,252.7,"CA","Zip Code Area",1,1,"Urban",20.3
"495",92120,5,"San Diego County",NA,455.1,"CA","Zip Code Area",1,1,"Urban",20.3
"496",92121,5,"San Diego County",NA,146,"CA","Zip Code Area",1,1,"Urban",19.2
"497",92122,5,"San Diego County",NA,127.8,"CA","Zip Code Area",1,1,"Urban",20.3
"498",92123,5,"San Diego County",NA,361.7,"CA","Zip Code Area",1,1,"Urban",23.8
"499",92124,5,"San Diego County",NA,198.7,"CA","Zip Code Area",1,1,"Urban",22.1
"500",92126,5,"San Diego County",NA,156.5,"CA","Zip Code Area",1,1,"Urban",18.9
"501",92127,5,"San Diego County",NA,62.5,"CA","Zip Code Area",1,1,"Urban",18.5
"502",92128,5,"San Diego County",NA,75,"CA","Zip Code Area",1,1,"Urban",20.2
"503",92129,5,"San Diego County",NA,70.4,"CA","Zip Code Area",1,1,"Urban",19.8
"504",92130,5,"San Diego County",NA,53.8,"CA","Zip Code Area",1,1,"Urban",18.7
"505",92131,5,"San Diego County",NA,66.8,"CA","Zip Code Area",1,1,"Urban",18.3
"506",92139,5,"San Diego County",NA,295.9,"CA","Zip Code Area",1,1,"Urban",18.4
"507",92154,5,"San Diego County",NA,434.8,"CA","Zip Code Area",1,1,"Urban",19.4
"508",92173,5,"San Diego County",NA,1348.2,"CA","Zip Code Area",1,1,"Urban",20.6
